feat/fnd-05-spellcasting-core|5d08f71c8c7eff52df0930893c7bf884a782df1c|origin/feat/fnd-05-spellcasting-core|
feat/fnd-06-strategy-turn-plan|7aac0c6a8eddbe1c8b6974e924c64fbba7783fdd|origin/feat/fnd-06-strategy-turn-plan|
feat/phase1-event-bus-rule-runtime|f3795243510731f6cba20b655a21b3221d246ff4||
feat/phase2-core-combat-fidelity|8a0a82b12e1046b676a7967d42c37f3fde0fabf3||
feat/phase3-spell-system-completion|555b832731911843ae7805098c72015bfff9c501||
feat/phase5-monster-data-pipeline|64b47728692b749884e91f2229f7a6a9c101ed7f||
feat/phase6-campaign-sequencing-continuity|5b116e6d008dc5fd8ee978e43ec680bd927b89de||
feat/phase7-strategy-ai-sim-quality|5f1b0a7ef4cdcf4ccfa2cb47c97c69137f390578||
feat/phase8-exploration-subsystem|434b98ec7c15b7b63f44932279d907b6d72b2ae4||
feat/phase8-inventory-economy-subsystem|3c006d300f5067e38a505484191d8bb13070b550||
feat/phase8-progression-downtime-subsystem|a2c99b1d31689e7ca618fcb9514e6bddcc604b12||
feat/phase8-social-subsystem|4ae4dace66a7951fa3c7ca6c89de990445fbe942||
feat/spl-01-spell-database-schema|cf5b93cc9f7ca7bb7671a5e11c97bb6f14e46f75||
feat/spl-02-single-target-family|1d3d03f290db2b94f8f659b873b0d80d43c45100|origin/feat/spl-02-single-target-family|
feat/spl-03-area-family|df95b2e292eaaae01aaec7f41e30f31cb206a737|origin/feat/spl-03-area-family|
feat/spl-04-summon-conjure-transform|171a8910107b60d28b0cc3255c01b9a5b7b4a20b|origin/feat/spl-04-summon-conjure-transform|
feat/spl-05-rituals-dispels-antimagic|d291fcbd4273911d005160781073d8d0e11cc63e|origin/int/wave-4-integration|[behind 11]
feat/wave1-clean-foundation-integration|7fc0c56dfb68142224265bbd35bdc23311af4d9c|origin/feat/wave1-clean-foundation-integration|
int/wave-1-closeout|eb361ebb95307c6895ff0174b33cc4a089633a5d|origin/int/wave-1-closeout|
